,COMM_NUM,SHAPE_AREA,SHAPE_LEN,lat,lon,Sector,CNAME_E,CNAME_A,Pop2017,Pop2018,Pop2019,Pop2019density,PopGrowth19by18,PopGrowthbinned,PopDensitybinned,Counter
102,422,3563435.0165,7438.39297234,25.20285815125784,55.40894495970106,Sector 4,AL WARQAA  SECOND,الورقاء الثانية,9760.0,10237.0,10689.0,2999.633766437733,4.415356061346087,2 < x <= 20,1000 < x <= 10k,1
103,243,1728332.8155,6052.3652815,25.281653928751663,55.39318418144651,Sector 2,AL QUSAIS IND. SECOND,القصيص الصناعية الثانية,7875.0,8063.0,8834.0,5111.284077218865,9.562197693166308,2 < x <= 20,1000 < x <= 10k,1
104,991,143566502.005,51721.211182499996,24.69323690908779,55.24913951876538,Sector 9,HEFAIR,حفير,0.0,0.0,0.0,0.0,0.0,-2 < x <=2, x = 0,1
105,648,16319666.8572,22350.6627618,25.077813653036753,55.35215431815531,Sector 6,WADI AL SAFA 5,وادي الصفا 5,15903.0,19550.0,21241.0,1301.5584316679099,8.64961636828645,2 < x <= 20,1000 < x <= 10k,1
106,359,2238882.568,5987.09223021,25.15148111657184,55.254207927714965,Sector 3,AL GOZE FOURTH,القوز الرابعة,17251.0,21788.0,22718.0,10147.026165956553,4.268404626399858,2 < x <= 20,10k < x <= 50k,1
107,845,41733960.0894,34853.4645531,24.918946892346515,55.65920944721685,Sector 8,AL MAHA,المها,168.0,175.0,193.0,4.624531187228984,10.285714285714276,2 < x <= 20,0< x <= 10 ,1
108,124,1505474.7765,4867.41504145,25.265541274593378,55.32315234162383,Sector 1,AL MURQABAT,المرقبات,68058.0,68717.0,69771.0,46344.84820941801,1.5338271461210473,-2 < x <=2,10k < x <= 50k,1
109,594,34842363.7324,53063.034141100004,24.986435765843307,55.06295248642717,Sector 5,MENA JABAL ALI,ميناء جبل علي,28600.0,28600.0,24487.0,702.7938801186866,-14.381118881118882,-20< x <= -2 ,10 < x <1000,1
110,531,22279220.8746,19362.1472713,24.869946601727573,55.05891053676095,Sector 5,SAIH SHUAIB 2,سيح شعيب 2,13420.0,13665.0,14491.0,650.4266949712248,6.044639590193923,2 < x <= 20,10 < x <1000,1
111,951,88690423.3337,42842.713290499996,24.87304335470945,55.3786120990227,Sector 9,SAIH AL SALAM,سيح السلم,589.0,589.0,607.0,6.8440309244679876,3.056027164685915,2 < x <= 20,0< x <= 10 ,1
112,913,15289681.7783,18436.7860307,25.03109830482727,55.420205143103544,Sector 9,UMM NAHAD THIRD,أم نهد الثالثة,2329.0,2329.0,1347.0,88.0986288355419,-42.16401889222843, x <= -20,10 < x <1000,1
113,921,17795916.9415,17470.9032612,25.01789354651752,55.309760200784766,Sector 9,AL YALAYIS 1,اليلايس 1,0.0,0.0,1114.0,62.59862886874668,99999.0, > 100,10 < x <1000,1
114,101,99617653.635,43895.4066745,25.338911611952394,55.26261953434848,Sector 1,NAKHLAT DEIRA,نخلة ديرة,2.0,2.0,2.0,0.02007676277267098,0.0,-2 < x <=2,0< x <= 10 ,1
115,513,41613301.4166,28211.0043291,24.897900980770498,55.00296889372624,Sector 5,SAIH SHUAIB 1,سيح شعيب 1,9.0,9.0,9.0,0.21627700022882113,0.0,-2 < x <=2,0< x <= 10 ,1
116,911,14127046.5755,15579.5718399,25.064940850742758,55.385619221275654,Sector 9,UMM NAHAD FIRST,أم نهد الأولى,8.0,8.0,8.0,0.5662896315408272,0.0,-2 < x <=2,0< x <= 10 ,1
117,912,8523799.066739999,14403.5447479,25.05605924871969,55.3381461737325,Sector 9,UMM NAHAD SECOND,أم نهد الثانية,2.0,2.0,2.0,0.23463715936289867,0.0,-2 < x <=2,0< x <= 10 ,1
